PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
34673634,Development and External Validation of a Model for Predicting Sufficient Filter Lifespan in Anticoagulation-Free Continuous Renal Replacement Therapy Patients,"Zhang W, Bai M, Zhang L, Yu Y, Li Y, Zhao L, Yue Y, Li Y, Zhang M, Fu P, Sun S, Chen X.",Blood Purif. 2022;51(8):668-678. doi: 10.1159/000519409. Epub 2021 Oct 21.,Zhang W,Blood Purif,2022,2021/10/21,PMC9501746,,10.1159/000519409
39251255,Automated Idiopathic Normal Pressure Hydrocephalus Diagnosis via Artificial Intelligence-Based 3D T1 MRI Volumetric Analysis,"Lee J, Kim D, Suh CH, Yun S, Choi KS, Lee S, Jung W, Kim J, Heo H, Shim WH, Jo S, Chung SJ, Lim JS, Kim HS, Kim SJ, Lee JH.",AJNR Am J Neuroradiol. 2025 Jan 8;46(1):33-40. doi: 10.3174/ajnr.A8489.,Lee J,AJNR Am J Neuroradiol,2025,2024/09/09,PMC11735443,,10.3174/ajnr.A8489
37088692,Development and international validation of custom-engineered and code-free deep-learning models for detection of plus disease in retinopathy of prematurity: a retrospective study,"Wagner SK, Liefers B, Radia M, Zhang G, Struyven R, Faes L, Than J, Balal S, Hennings C, Kilduff C, Pooprasert P, Glinton S, Arunakirinathan M, Giannakis P, Braimah IZ, Ahmed ISH, Al-Feky M, Khalid H, Ferraz D, Vieira J, Jorge R, Husain S, Ravelo J, Hinds AM, Henderson R, Patel HI, Ostmo S, Campbell JP, Pontikos N, Patel PJ, Keane PA, Adams G, Balaskas K.",Lancet Digit Health. 2023 Jun;5(6):e340-e349. doi: 10.1016/S2589-7500(23)00050-X. Epub 2023 Apr 21.,Wagner SK,Lancet Digit Health,2023,2023/04/23,PMC10279502,NIHMS1904817,10.1016/S2589-7500(23)00050-X
36877860,Application of machine learning approach in emergency department to support clinical decision making for SARS-CoV-2 infected patients,"Casano N, Santini SJ, Vittorini P, Sinatti G, Carducci P, Mastroianni CM, Ciardi MR, Pasculli P, Petrucci E, Marinangeli F, Balsano C.",J Integr Bioinform. 2023 Mar 7;20(2):20220047. doi: 10.1515/jib-2022-0047. eCollection 2023 Jun 1.,Casano N,J Integr Bioinform,2023,2023/03/06,PMC10561065,,10.1515/jib-2022-0047
34703636,Using machine learning to create a decision tree model to predict outcomes of COVID-19 cases in the Philippines,"Migriño JR Jr, Batangan ARU.",Western Pac Surveill Response J. 2021 Sep 14;12(3):56-64. doi: 10.5365/wpsar.2021.12.3.831. eCollection 2021 Jul-Sep.,Migriño JR Jr,Western Pac Surveill Response J,2021,2021/10/27,PMC8521127,,10.5365/wpsar.2021.12.3.831
34189612,Machine learning for MRI radiomics: a study predicting tumor-infiltrating lymphocytes in patients with pancreatic ductal adenocarcinoma,"Bian Y, Liu YF, Jiang H, Meng Y, Liu F, Cao K, Zhang H, Fang X, Li J, Yu J, Feng X, Li Q, Wang L, Lu J, Shao C.",Abdom Radiol (NY). 2021 Oct;46(10):4800-4816. doi: 10.1007/s00261-021-03159-9. Epub 2021 Jun 29.,Bian Y,Abdom Radiol (NY),2021,2021/06/30,,,10.1007/s00261-021-03159-9
39661385,Development and Validation of a Smartphone Application for Neonatal Jaundice Screening,"Ngeow AJH, Moosa AS, Tan MG, Zou L, Goh MMR, Lim GH, Tagamolila V, Ereno I, Durnford JR, Cheung SKH, Hong NWJ, Soh SY, Tay YY, Chang ZY, Ong R, Tsang LPM, Yip BKL, Chia KW, Yap K, Lim MH, Ta AWA, Goh HL, Yeo CL, Chan DKL, Tan NC; BiliSG Study Group.",JAMA Netw Open. 2024 Dec 2;7(12):e2450260. doi: 10.1001/jamanetworkopen.2024.50260.,Ngeow AJH,JAMA Netw Open,2024,2024/12/11,PMC11635536,,10.1001/jamanetworkopen.2024.50260
37485178,Development and Validation of Two Prediction Models for 72-Hour Mortality in High-Risk Trauma Patients Using a Benchmark Dataset: A Comparative Study of Logistic Regression and Neural Networks Models,Islam MM.,Cureus. 2023 Jun 22;15(6):e40773. doi: 10.7759/cureus.40773. eCollection 2023 Jun.,Islam MM,Cureus,2023,2023/07/24,PMC10362405,,10.7759/cureus.40773
39669362,Lactylation-related gene signature accurately predicts prognosis and immunotherapy response in gastric cancer,"Sun X, Dong H, Su R, Chen J, Li W, Yin S, Zhang C.",Front Oncol. 2024 Nov 28;14:1485580. doi: 10.3389/fonc.2024.1485580. eCollection 2024.,Sun X,Front Oncol,2024,2024/12/13,PMC11634757,,10.3389/fonc.2024.1485580
40251301,Automated pain detection using facial expression in adult patients with a customized spatial temporal attention long short-term memory (STA-LSTM) network,"Tan CW, Du T, Teo JC, Chan DXH, Kong WM, Sng BL.",Sci Rep. 2025 Apr 18;15(1):13429. doi: 10.1038/s41598-025-97885-5.,Tan CW,Sci Rep,2025,2025/04/18,PMC12008390,,10.1038/s41598-025-97885-5
32621237,Radiomics nomogram for the prediction of 2019 novel coronavirus pneumonia caused by SARS-CoV-2,"Fang X, Li X, Bian Y, Ji X, Lu J.",Eur Radiol. 2020 Dec;30(12):6888-6901. doi: 10.1007/s00330-020-07032-z. Epub 2020 Jul 3.,Fang X,Eur Radiol,2020,2020/07/05,PMC7332742,,10.1007/s00330-020-07032-z
36691474,"AFP score and metroticket 2.0 perform similarly and could be used in a ""within-ALL"" clinical decision tool","Piñero F, Costentin C, Degroote H, Notarpaolo A, Boin IF, Boudjema K, Baccaro C, Chagas A, Bachellier P, Ettorre GM, Poniachik J, Muscari F, Dibenedetto F, Duque SH, Salame E, Cillo U, Marciano S, Vanlemmens C, Fagiuoli S, Carrilho F, Cherqui D, Burra P, Van Vlierberghe H, Lai Q, Silva M, Rubinstein F, Duvoux C; collaborative group for HCC and liver transplantation; France; Latin America; Italy; Belgium.",JHEP Rep. 2022 Dec 5;5(2):100644. doi: 10.1016/j.jhepr.2022.100644. eCollection 2023 Feb.,Piñero F,JHEP Rep,2022,2023/01/24,PMC9860475,,10.1016/j.jhepr.2022.100644
34991733,Radiomics nomogram for the preoperative prediction of lymph node metastasis in pancreatic ductal adenocarcinoma,"Bian Y, Guo S, Jiang H, Gao S, Shao C, Cao K, Fang X, Li J, Wang L, Ma C, Zheng J, Jin G, Lu J.",Cancer Imaging. 2022 Jan 6;22(1):4. doi: 10.1186/s40644-021-00443-1.,Bian Y,Cancer Imaging,2022,2022/01/07,PMC8734356,,10.1186/s40644-021-00443-1
33594834,There is a paucity of economic evaluations of prediction methods of caries and periodontitis-A systematic review,"Fransson H, Davidson T, Rohlin M; Foresight Research Consortium; Christell H.",Clin Exp Dent Res. 2021 Jun;7(3):385-398. doi: 10.1002/cre2.405. Epub 2021 Feb 16.,Fransson H,Clin Exp Dent Res,2021,2021/02/17,PMC8204028,,10.1002/cre2.405
38512488,Predicting Peri-Operative Cardiorespiratory Adverse Events in Children with Idiopathic Pulmonary Arterial Hypertension Undergoing Cardiac Catheterization Using Echocardiography: A Cohort Study,"Dawes TJW, Woodham V, Sharkey E, McEwan A, Derrick G, Muthurangu V, Moledina S, Hepburn L.",Pediatr Cardiol. 2025 Feb;46(2):475-484. doi: 10.1007/s00246-024-03447-3. Epub 2024 Mar 21.,Dawes TJW,Pediatr Cardiol,2025,2024/03/21,PMC11787273,,10.1007/s00246-024-03447-3
35211485,Transportability and Implementation Challenges of Early Warning Scores for Septic Shock in the ICU: A Perspective on the TREWScore,"Niemantsverdriet MSA, Varkila MRJ, Vromen-Wijsman JLP, Hoefer IE, Bellomo D, van Vliet MH, van Solinge WW, Cremer OL, Haitjema S.",Front Med (Lausanne). 2022 Feb 8;8:793815. doi: 10.3389/fmed.2021.793815. eCollection 2021.,Niemantsverdriet MSA,Front Med (Lausanne),2022,2022/02/25,PMC8860834,,10.3389/fmed.2021.793815
35581928,Role of radiomics in predicting immunotherapy response,Kothari G.,J Med Imaging Radiat Oncol. 2022 Jun;66(4):575-591. doi: 10.1111/1754-9485.13426. Epub 2022 May 17.,Kothari G,J Med Imaging Radiat Oncol,2022,2022/05/18,PMC9323544,,10.1111/1754-9485.13426
34315785,Guidelines for Conducting Ethical Artificial Intelligence Research in Neurology: A Systematic Approach for Clinicians and Researchers,"Chiang S, Picard RW, Chiong W, Moss R, Worrell GA, Rao VR, Goldenholz DM.",Neurology. 2021 Sep 28;97(13):632-640. doi: 10.1212/WNL.0000000000012570. Epub 2021 Jul 27.,Chiang S,Neurology,2021,2021/07/28,PMC8480407,,10.1212/WNL.0000000000012570
33169861,Machine-learning algorithms for predicting hospital re-admissions in sickle cell disease,"Patel A, Gan K, Li AA, Weiss J, Nouraie M, Tayur S, Novelli EM.",Br J Haematol. 2021 Jan;192(1):158-170. doi: 10.1111/bjh.17107. Epub 2020 Nov 10.,Patel A,Br J Haematol,2021,2020/11/10,PMC11423862,NIHMS2019697,10.1111/bjh.17107
39757364,Risk Factors Analysis of Cutaneous Adverse Drug Reactions Caused by Targeted Therapy and Immunotherapy Drugs for Oncology and Establishment of a Prediction Model,"Zhang Z, Zhu M, Jiang W.",Clin Transl Sci. 2025 Jan;18(1):e70118. doi: 10.1111/cts.70118.,Zhang Z,Clin Transl Sci,2025,2025/01/05,PMC11702459,,10.1111/cts.70118
40144285,Transparency in the secondary use of health data: assessing the status quo of guidance and best practices,"van den Akker OR, Thibault RT, Ioannidis JPA, Schorr SG, Strech D.",R Soc Open Sci. 2025 Mar 26;12(3):241364. doi: 10.1098/rsos.241364. eCollection 2025 Mar.,van den Akker OR,R Soc Open Sci,2025,2025/03/27,PMC11937929,,10.1098/rsos.241364
40240960,Risk factors of stroke-associated pneumonia in patients with acute ischemic stroke treated by endovascular thrombectomy,"Lin K, Deng X, Xiao Y, Yang Z, He Z, Li X, Cheng W.",BMC Neurol. 2025 Apr 16;25(1):165. doi: 10.1186/s12883-025-04182-9.,Lin K,BMC Neurol,2025,2025/04/16,PMC12004848,,10.1186/s12883-025-04182-9
33407175,Development and validation of prediction model to estimate 10-year risk of all-cause mortality using modern statistical learning methods: a large population-based cohort study and external validation,"Ajnakina O, Agbedjro D, McCammon R, Faul J, Murray RM, Stahl D, Steptoe A.",BMC Med Res Methodol. 2021 Jan 6;21(1):8. doi: 10.1186/s12874-020-01204-7.,Ajnakina O,BMC Med Res Methodol,2021,2021/01/07,PMC7789636,,10.1186/s12874-020-01204-7
40397102,Diagnostic Value of (18)F-FDG PET/CT Radiomics in Lymphoma: A Systematic Review and Meta-Analysis,"Liu C, Zhao J, Zhang H, Ni X.",Technol Cancer Res Treat. 2025 Jan-Dec;24:15330338251342860. doi: 10.1177/15330338251342860. Epub 2025 May 21.,Liu C,Technol Cancer Res Treat,2025,2025/05/21,PMC12099142,,10.1177/15330338251342860
36157260,Development and Validation of a Prognostic Nomogram to Predict 30-Day Mortality Risk in Patients with Sepsis-Induced Cardiorenal Syndrome,"Liu Y, Zhang Y, Lu Y, Li HT, Yu C.",Kidney Dis (Basel). 2022 May 3;8(4):334-346. doi: 10.1159/000524483. eCollection 2022 Jul.,Liu Y,Kidney Dis (Basel),2022,2022/09/26,PMC9386441,,10.1159/000524483
36428219,Incidence and Prognosis Nomogram of Small Solitary Lung Cancer (≤2 cm) With Extra-Thoracic Metastasis at Initial Diagnosis:A Population-Based Study,"Hu A, Chen Z, Liu C, Gao Y, Deng C, Liu X.",Cancer Control. 2022 Jan-Dec;29:10732748221141560. doi: 10.1177/10732748221141560.,Hu A,Cancer Control,2022,2022/11/25,PMC9703543,,10.1177/10732748221141560
33282444,Development and Validation of a Prognostic Risk Score System for COVID-19 Inpatients: A Multi-Center Retrospective Study in China,"Yuan Y, Sun C, Tang X, Cheng C, Mombaerts L, Wang M, Hu T, Sun C, Guo Y, Li X, Xu H, Ren T, Xiao Y, Xiao Y, Zhu H, Wu H, Li K, Chen C, Liu Y, Liang Z, Cao Z, Zhang HT, Paschaldis IC, Liu Q, Goncalves J, Zhong Q, Yan L.",Engineering (Beijing). 2022 Jan;8:116-121. doi: 10.1016/j.eng.2020.10.013. Epub 2020 Nov 28.,Yuan Y,Engineering (Beijing),2022,2020/12/07,PMC7695569,,10.1016/j.eng.2020.10.013
40461518,Development and validation of a risk prediction model for kinesiophobia in postoperative lung cancer patients: an interpretable machine learning algorithm study,"Li C, Lin Y, Xiao X, Guo X, Fei J, Lu Y, Zhao J, Zhang L.",Sci Rep. 2025 Jun 3;15(1):19412. doi: 10.1038/s41598-025-03575-7.,Li C,Sci Rep,2025,2025/06/03,PMC12134359,,10.1038/s41598-025-03575-7
36230858,Machine Learning-Based Genome-Wide Salivary DNA Methylation Analysis for Identification of Noninvasive Biomarkers in Oral Cancer Diagnosis,"Adeoye J, Wan CCJ, Zheng LW, Thomson P, Choi SW, Su YX.",Cancers (Basel). 2022 Oct 8;14(19):4935. doi: 10.3390/cancers14194935.,Adeoye J,Cancers (Basel),2022,2022/10/14,PMC9563273,,10.3390/cancers14194935
35117600,Development and validation of a nomogram to predict survival in patients with metastatic testicular germ cell tumors,"Yu DD, Hui D, Chen WK, Xiao YB, Wu ZG, Wang QQ, Zhou CF, Chen ZX, Li CD, Cai J.",Transl Cancer Res. 2020 Apr;9(4):2402-2415. doi: 10.21037/tcr.2020.03.59.,Yu DD,Transl Cancer Res,2020,2022/02/04,PMC8799105,,10.21037/tcr.2020.03.59
35243281,"Artificial intelligence in liver diseases: Improving diagnostics, prognostics and response prediction","Nam D, Chapiro J, Paradis V, Seraphin TP, Kather JN.",JHEP Rep. 2022 Feb 2;4(4):100443. doi: 10.1016/j.jhepr.2022.100443. eCollection 2022 Apr.,Nam D,JHEP Rep,2022,2022/03/04,PMC8867112,,10.1016/j.jhepr.2022.100443
38898411,Predictive models of Alzheimer's disease dementia risk in older adults with mild cognitive impairment: a systematic review and critical appraisal,"Wang X, Zhou S, Ye N, Li Y, Zhou P, Chen G, Hu H.",BMC Geriatr. 2024 Jun 19;24(1):531. doi: 10.1186/s12877-024-05044-8.,Wang X,BMC Geriatr,2024,2024/06/19,PMC11188292,,10.1186/s12877-024-05044-8
33490847,Response to Yang and Riva-Cambrin,"Pogatzki-Zahn EM, Yahiaoui-Doktor M, Meissner W, Zahn PK, Schnabel A.",Pain Rep. 2021 Jan 13;6(1):e876. doi: 10.1097/PR9.0000000000000876. eCollection 2021 Jan-Feb.,Pogatzki-Zahn EM,Pain Rep,2021,2021/01/25,PMC7810503,,10.1097/PR9.0000000000000876
37870417,Developing and Validating a Multivariable Prognostic-Predictive Classifier for Treatment Escalation of Oropharyngeal Squamous Cell Carcinoma: The PREDICTR-OPC Study,"Mehanna H, Rapozo D, von Zeidler SV, Harrington KJ, Winter SC, Hartley A, Nankivell P, Schache AG, Sloan P, Odell EW, Thavaraj S, Hunter KD, Shah KA, Thomas GJ, Long A, Amel-Kashipaz R, Brown RM, Conn B, Hall GL, Matthews P, Weir J, Yeo Y, Pring M, West CML, McCaul J, Golusinski P, Sitch A, Spruce R, Batis N, Bryant JL, Brooks JM, Jones TM, Buffa F, Haider S, Robinson M.",Clin Cancer Res. 2024 Jan 17;30(2):356-367. doi: 10.1158/1078-0432.CCR-23-1013.,Mehanna H,Clin Cancer Res,2024,2023/10/23,PMC10792360,,10.1158/1078-0432.CCR-23-1013
37867787,Development of a population-level prediction model for intensive care unit (ICU) survivorship and mortality in older adults: A population-based cohort study,"Khan SH, Perkins AJ, Fuchita M, Holler E, Ortiz D, Boustani M, Khan BA, Gao S.",Health Sci Rep. 2023 Oct 19;6(10):e1634. doi: 10.1002/hsr2.1634. eCollection 2023 Oct.,Khan SH,Health Sci Rep,2023,2023/10/23,PMC10587446,,10.1002/hsr2.1634
37382622,A self-supervised vision transformer to predict survival from histopathology in renal cell carcinoma,"Wessels F, Schmitt M, Krieghoff-Henning E, Nientiedt M, Waldbillig F, Neuberger M, Kriegmair MC, Kowalewski KF, Worst TS, Steeg M, Popovic ZV, Gaiser T, von Kalle C, Utikal JS, Fröhling S, Michel MS, Nuhn P, Brinker TJ.",World J Urol. 2023 Aug;41(8):2233-2241. doi: 10.1007/s00345-023-04489-7. Epub 2023 Jun 29.,Wessels F,World J Urol,2023,2023/06/29,PMC10415487,,10.1007/s00345-023-04489-7
33937035,Radiomic Analysis to Predict Outcome in Recurrent Glioblastoma Based on Multi-Center MR Imaging From the Prospective DIRECTOR Trial,"Vils A, Bogowicz M, Tanadini-Lang S, Vuong D, Saltybaeva N, Kraft J, Wirsching HG, Gramatzki D, Wick W, Rushing E, Reifenberger G, Guckenberger M, Weller M, Andratschke N.",Front Oncol. 2021 Apr 14;11:636672. doi: 10.3389/fonc.2021.636672. eCollection 2021.,Vils A,Front Oncol,2021,2021/05/03,PMC8079773,,10.3389/fonc.2021.636672
37551405,Cytogenetic characteristics of and prognosis for acute myeloid leukemia in 107 children,"Chen W, Yang J, Chen P.",Asian Biomed (Res Rev News). 2021 Apr 30;15(2):79-89. doi: 10.2478/abm-2021-0010. eCollection 2021 Apr.,Chen W,Asian Biomed (Res Rev News),2021,2023/08/08,PMC10388776,,10.2478/abm-2021-0010
27009394,Radiation oncology in the era of precision medicine,"Baumann M, Krause M, Overgaard J, Debus J, Bentzen SM, Daartz J, Richter C, Zips D, Bortfeld T.",Nat Rev Cancer. 2016 Apr;16(4):234-49. doi: 10.1038/nrc.2016.18. Epub 2016 Mar 18.,Baumann M,Nat Rev Cancer,2016,2016/03/25,,,10.1038/nrc.2016.18
34986546,Computed tomography-based radiomic model predicts radiological response following stereotactic body radiation therapy in early-stage non-small-cell lung cancer and pulmonary oligo-metastases,"Cheung BMF, Lau KS, Lee VHF, Leung TW, Kong FS, Luk MY, Yuen KK.",Radiat Oncol J. 2021 Dec;39(4):254-264. doi: 10.3857/roj.2021.00311. Epub 2021 Oct 26.,Cheung BMF,Radiat Oncol J,2021,2022/01/05,PMC8743458,,10.3857/roj.2021.00311
30891794,Combining handcrafted features with latent variables in machine learning for prediction of radiation-induced lung damage,"Cui S, Luo Y, Tseng HH, Ten Haken RK, El Naqa I.",Med Phys. 2019 May;46(5):2497-2511. doi: 10.1002/mp.13497. Epub 2019 Apr 8.,Cui S,Med Phys,2019,2019/03/21,PMC6510637,NIHMS1019514,10.1002/mp.13497
34035068,"OCaMIR-A Noninvasive, Diagnostic Signature for Early-Stage Ovarian Cancer: A Multi-cohort Retrospective and Prospective Study","Kandimalla R, Wang W, Yu F, Zhou N, Gao F, Spillman M, Moukova L, Slaby O, Salhia B, Zhou S, Wang X, Goel A.",Clin Cancer Res. 2021 Aug 1;27(15):4277-4286. doi: 10.1158/1078-0432.CCR-21-0267. Epub 2021 May 25.,Kandimalla R,Clin Cancer Res,2021,2021/05/26,PMC10327469,NIHMS1911059,10.1158/1078-0432.CCR-21-0267
35969034,"Reply to ""Survival analysis in a prediction model for early systemic recurrence in breast cancer""","Osako T, Matsuura M, Tsuda H, Noguchi S.",Cancer. 2022 Oct;128(20):3745-3746. doi: 10.1002/cncr.34415. Epub 2022 Aug 15.,Osako T,Cancer,2022,2022/08/15,PMC10286758,,10.1002/cncr.34415
28765099,Individual Prognosis of Symptom Burden and Functioning in Chronic Diseases: A Generic Method Based on Patient-Reported Outcome (PRO) Measures,Hjollund NHI.,J Med Internet Res. 2017 Aug 1;19(8):e278. doi: 10.2196/jmir.8111.,Hjollund NHI,J Med Internet Res,2017,2017/08/03,PMC5558046,,10.2196/jmir.8111
39724211,Development of a diagnostic multivariable prediction model of a positive SARS-CoV-2 RT-PCR result in healthcare workers with suspected SARS-CoV-2 infection in hospital settings,"Valderrama-Beltrán SL, Cuervo-Rojas J, Rondón M, Montealegre-Diaz JS, Vera JD, Martinez-Vernaza S, Bonilla A, Molineros C, Fierro V, Moreno A, Villalobos L, Ariza B, Álvarez-Moreno C.",PLoS One. 2024 Dec 26;19(12):e0316207. doi: 10.1371/journal.pone.0316207. eCollection 2024.,Valderrama-Beltrán SL,PLoS One,2024,2024/12/26,PMC11670996,,10.1371/journal.pone.0316207
30038647,ENT COBRA ONTOLOGY: the covariates classification system proposed by the Head & Neck and Skin GEC-ESTRO Working Group for interdisciplinary standardized data collection in head and neck patient cohorts treated with interventional radiotherapy (brachytherapy),"Tagliaferri L, Budrukkar A, Lenkowicz J, Cambeiro M, Bussu F, Guinot JL, Hildebrandt G, Johansson B, Meyer JE, Niehoff P, Rovirosa A, Takácsi-Nagy Z, Boldrini L, Dinapoli N, Lanzotti V, Damiani A, Gatta R, Fionda B, Lancellotta V, Soror T, Monge RM, Valentini V, Kovács G.",J Contemp Brachytherapy. 2018 Jun;10(3):260-266. doi: 10.5114/jcb.2018.76982. Epub 2018 Jun 30.,Tagliaferri L,J Contemp Brachytherapy,2018,2018/07/25,PMC6052377,,10.5114/jcb.2018.76982
35702399,Bias and Reporting Quality of Clinical Prognostic Models for Idiopathic Pulmonary Fibrosis: A Cross-Sectional Study,"Di J, Li X, Yang J, Li L, Yu X.",Risk Manag Healthc Policy. 2022 Jun 8;15:1189-1201. doi: 10.2147/RMHP.S357606. eCollection 2022.,Di J,Risk Manag Healthc Policy,2022,2022/06/15,PMC9188804,,10.2147/RMHP.S357606
39705275,Development and validation of a risk assessment model for predicting the failure of early medical abortions: A clinical prediction model study based on a systematic review and meta-analysis,"Liu AH, Xu B, Li XW, Yu YW, Guan HX, Sun XL, Lin YZ, Zhang LL, Zhuo XD, Li J, Chen WQ, Hu WF, Ye MZ, Huang XM, Chen X.",PLoS One. 2024 Dec 20;19(12):e0315025. doi: 10.1371/journal.pone.0315025. eCollection 2024.,Liu AH,PLoS One,2024,2024/12/20,PMC11661585,,10.1371/journal.pone.0315025
33693381,Robust Machine Learning for Colorectal Cancer Risk Prediction and Stratification,"Nartowt BJ, Hart GR, Muhammad W, Liang Y, Stark GF, Deng J.",Front Big Data. 2020 Mar 10;3:6. doi: 10.3389/fdata.2020.00006. eCollection 2020.,Nartowt BJ,Front Big Data,2020,2021/03/11,PMC7931964,,10.3389/fdata.2020.00006
31420360,Nomogram to Predict the Benefit of Intensive Treatment for Locoregionally Advanced Head and Neck Cancer,"Mell LK, Shen H, Nguyen-Tân PF, Rosenthal DI, Zakeri K, Vitzthum LK, Frank SJ, Schiff PB, Trotti AM 3rd, Bonner JA, Jones CU, Yom SS, Thorstad WL, Wong SJ, Shenouda G, Ridge JA, Zhang QE, Le QT.",Clin Cancer Res. 2019 Dec 1;25(23):7078-7088. doi: 10.1158/1078-0432.CCR-19-1832. Epub 2019 Aug 16.,Mell LK,Clin Cancer Res,2019,2019/08/18,PMC7028339,NIHMS1537823,10.1158/1078-0432.CCR-19-1832
32175659,Specific requirements for translation of biological research into clinical radiation oncology,"Krause M, Alsner J, Linge A, Bütof R, Löck S, Bristow R.",Mol Oncol. 2020 Jul;14(7):1569-1576. doi: 10.1002/1878-0261.12671. Epub 2020 Apr 8.,Krause M,Mol Oncol,2020,2020/03/17,PMC7332213,,10.1002/1878-0261.12671
38499651,Prediction model and assessment of malnutrition in patients with stable chronic obstructive pulmonary disease,"Shen X, Qian R, Wei Y, Tang Z, Zhong H, Huang J, Zhang X.",Sci Rep. 2024 Mar 18;14(1):6508. doi: 10.1038/s41598-024-56747-2.,Shen X,Sci Rep,2024,2024/03/19,PMC10948850,,10.1038/s41598-024-56747-2
33204028,Deep learning in cancer pathology: a new generation of clinical biomarkers,"Echle A, Rindtorff NT, Brinker TJ, Luedde T, Pearson AT, Kather JN.",Br J Cancer. 2021 Feb;124(4):686-696. doi: 10.1038/s41416-020-01122-x. Epub 2020 Nov 18.,Echle A,Br J Cancer,2021,2020/11/18,PMC7884739,,10.1038/s41416-020-01122-x
32373717,Reporting guideline checklists are not quality evaluation forms: they are guidance for writing,"Logullo P, MacCarthy A, Kirtley S, Collins GS.",Health Sci Rep. 2020 May 3;3(2):e165. doi: 10.1002/hsr2.165. eCollection 2020 Jun.,Logullo P,Health Sci Rep,2020,2020/05/07,PMC7196677,,10.1002/hsr2.165
37013114,A Prediction Nomogram for Recurrent Retinal Detachment,"Zhou Y, Lu Q, Chen Z, Lu P.",Risk Manag Healthc Policy. 2023 Mar 28;16:479-488. doi: 10.2147/RMHP.S403136. eCollection 2023.,Zhou Y,Risk Manag Healthc Policy,2023,2023/04/04,PMC10066632,,10.2147/RMHP.S403136
40435317,Advanced predictive modeling for enhanced mortality prediction in ICU stroke patients using clinical data,"Abdollahi A, Ashrafi N, Ma X, Zhang J, Wu D, Wu T, Ye Z, Pishgar M.",PLoS One. 2025 May 28;20(5):e0323441. doi: 10.1371/journal.pone.0323441. eCollection 2025.,Abdollahi A,PLoS One,2025,2025/05/28,PMC12118975,,10.1371/journal.pone.0323441
33661939,Development and validation of a predictive model of in-hospital mortality in COVID-19 patients,"Velasco-Rodríguez D, Alonso-Dominguez JM, Vidal Laso R, Lainez-González D, García-Raso A, Martín-Herrero S, Herrero A, Martínez Alfonzo I, Serrano-López J, Jiménez-Barral E, Nistal S, Pérez Márquez M, Askari E, Castillo Álvarez J, Núñez A, Jiménez Rodríguez Á, Heili-Frades S, Pérez-Calvo C, Górgolas M, Barba R, Llamas-Sillero P.",PLoS One. 2021 Mar 4;16(3):e0247676. doi: 10.1371/journal.pone.0247676. eCollection 2021.,Velasco-Rodríguez D,PLoS One,2021,2021/03/04,PMC7932507,,10.1371/journal.pone.0247676
30677016,Predicting survival from colorectal cancer histology slides using deep learning: A retrospective multicenter study,"Kather JN, Krisam J, Charoentong P, Luedde T, Herpel E, Weis CA, Gaiser T, Marx A, Valous NA, Ferber D, Jansen L, Reyes-Aldasoro CC, Zörnig I, Jäger D, Brenner H, Chang-Claude J, Hoffmeister M, Halama N.",PLoS Med. 2019 Jan 24;16(1):e1002730. doi: 10.1371/journal.pmed.1002730. eCollection 2019 Jan.,Kather JN,PLoS Med,2019,2019/01/25,PMC6345440,,10.1371/journal.pmed.1002730
27404456,Prognostic nomogram and score to predict overall survival in locally advanced untreated pancreatic cancer (PROLAP),"Vernerey D, Huguet F, Vienot A, Goldstein D, Paget-Bailly S, Van Laethem JL, Glimelius B, Artru P, Moore MJ, André T, Mineur L, Chibaudel B, Benetkiewicz M, Louvet C, Hammel P, Bonnetain F.",Br J Cancer. 2016 Jul 26;115(3):281-9. doi: 10.1038/bjc.2016.212. Epub 2016 Jul 12.,Vernerey D,Br J Cancer,2016,2016/07/13,PMC4973163,,10.1038/bjc.2016.212
35484597,Simulation CT-based radiomics for prediction of response after neoadjuvant chemo-radiotherapy in patients with locally advanced rectal cancer,"Bonomo P, Socarras Fernandez J, Thorwarth D, Casati M, Livi L, Zips D, Gani C.",Radiat Oncol. 2022 Apr 28;17(1):84. doi: 10.1186/s13014-022-02053-y.,Bonomo P,Radiat Oncol,2022,2022/04/28,PMC9052564,,10.1186/s13014-022-02053-y
33344243,Delta Radiomics Can Predict Distant Metastasis in Locally Advanced Rectal Cancer: The Challenge to Personalize the Cure,"Chiloiro G, Rodriguez-Carnero P, Lenkowicz J, Casà C, Masciocchi C, Boldrini L, Cusumano D, Dinapoli N, Meldolesi E, Carano D, Damiani A, Barbaro B, Manfredi R, Valentini V, Gambacorta MA.",Front Oncol. 2020 Dec 3;10:595012. doi: 10.3389/fonc.2020.595012. eCollection 2020.,Chiloiro G,Front Oncol,2020,2020/12/21,PMC7744725,,10.3389/fonc.2020.595012
